workflow_file,donor_id,scenario,timestamp,processed,notes
org_gem_4_gem_demo_rand32.json,org_gem_4_gem_demo,random,20241122_190539,No,
org_gem_4_gem_demo_donor80.json,org_gem_4_gem_demo,donor_dominant,20241122_190539,No,
org_gem_4_gem_demo_blend50.json,org_gem_4_gem_demo,balanced,20241122_190539,No,
org_gem_4_gem_demo_me80.json,org_gem_4_gem_demo,me_dominant,20241122_190539,No,
org_gem_4_gem_wo_rand74.json,org_gem_4_gem_wo,random,20241122_190540,No,
org_gem_4_gem_wo_donor80.json,org_gem_4_gem_wo,donor_dominant,20241122_190540,No,
org_gem_4_gem_wo_blend50.json,org_gem_4_gem_wo,balanced,20241122_190540,No,
org_gem_4_gem_wo_me80.json,org_gem_4_gem_wo,me_dominant,20241122_190540,No,
org_gem_5_gem_wo_rand69.json,org_gem_5_gem_wo,random,20241122_190541,No,
org_gem_5_gem_wo_donor80.json,org_gem_5_gem_wo,donor_dominant,20241122_190541,No,
org_gem_5_gem_wo_blend50.json,org_gem_5_gem_wo,balanced,20241122_190541,No,
org_gem_5_gem_wo_me80.json,org_gem_5_gem_wo,me_dominant,20241122_190541,No,
org_gem_6_gem_wo_rand60.json,org_gem_6_gem_wo,random,20241122_190542,No,
org_gem_6_gem_wo_donor80.json,org_gem_6_gem_wo,donor_dominant,20241122_190542,No,
org_gem_6_gem_wo_blend50.json,org_gem_6_gem_wo,balanced,20241122_190542,No,
org_gem_6_gem_wo_me80.json,org_gem_6_gem_wo,me_dominant,20241122_190542,No,
org_gem_7_gem_demo_rand79.json,org_gem_7_gem_demo,random,20241122_190543,No,
org_gem_7_gem_demo_donor80.json,org_gem_7_gem_demo,donor_dominant,20241122_190543,No,
org_gem_7_gem_demo_blend50.json,org_gem_7_gem_demo,balanced,20241122_190543,No,
org_gem_7_gem_demo_me80.json,org_gem_7_gem_demo,me_dominant,20241122_190543,No,
org_gem_7_gem_wo_rand56.json,org_gem_7_gem_wo,random,20241122_190544,No,
org_gem_7_gem_wo_donor80.json,org_gem_7_gem_wo,donor_dominant,20241122_190544,No,
org_gem_7_gem_wo_blend50.json,org_gem_7_gem_wo,balanced,20241122_190544,No,
org_gem_7_gem_wo_me80.json,org_gem_7_gem_wo,me_dominant,20241122_190544,No,
org_gem_8_gem_demo_rand62.json,org_gem_8_gem_demo,random,20241122_190545,No,
org_gem_8_gem_demo_donor80.json,org_gem_8_gem_demo,donor_dominant,20241122_190545,No,
org_gem_8_gem_demo_blend50.json,org_gem_8_gem_demo,balanced,20241122_190545,No,
org_gem_8_gem_demo_me80.json,org_gem_8_gem_demo,me_dominant,20241122_190545,No,
org_gem_8_gem_wo_rand68.json,org_gem_8_gem_wo,random,20241122_190546,No,
org_gem_8_gem_wo_donor80.json,org_gem_8_gem_wo,donor_dominant,20241122_190546,No,
org_gem_8_gem_wo_blend50.json,org_gem_8_gem_wo,balanced,20241122_190546,No,
org_gem_8_gem_wo_me80.json,org_gem_8_gem_wo,me_dominant,20241122_190546,No,
org_gem_9_gem_wo_rand62.json,org_gem_9_gem_wo,random,20241122_190547,No,
org_gem_9_gem_wo_donor80.json,org_gem_9_gem_wo,donor_dominant,20241122_190547,No,
org_gem_9_gem_wo_blend50.json,org_gem_9_gem_wo,balanced,20241122_190547,No,
org_gem_9_gem_wo_me80.json,org_gem_9_gem_wo,me_dominant,20241122_190547,No,
org_gpt_10_gem_wo_rand74.json,org_gpt_10_gem_wo,random,20241122_190548,No,
org_gpt_10_gem_wo_donor80.json,org_gpt_10_gem_wo,donor_dominant,20241122_190548,No,
org_gpt_10_gem_wo_blend50.json,org_gpt_10_gem_wo,balanced,20241122_190548,No,
org_gpt_10_gem_wo_me80.json,org_gpt_10_gem_wo,me_dominant,20241122_190548,No,
org_gpt_1_gem_wo_rand78.json,org_gpt_1_gem_wo,random,20241122_190549,No,
org_gpt_1_gem_wo_donor80.json,org_gpt_1_gem_wo,donor_dominant,20241122_190549,No,
org_gpt_1_gem_wo_blend50.json,org_gpt_1_gem_wo,balanced,20241122_190549,No,
org_gpt_1_gem_wo_me80.json,org_gpt_1_gem_wo,me_dominant,20241122_190549,No,
org_gpt_2_gem_demo_rand60.json,org_gpt_2_gem_demo,random,20241122_190550,No,
org_gpt_2_gem_demo_donor80.json,org_gpt_2_gem_demo,donor_dominant,20241122_190550,No,
